district,state,latitude,longitude,date,rainfall_24h_mm,rainfall_72h_mm,antecedent_rainfall_mm,soil_moisture_percent,slope_degrees,elevation_m,ndvi,lithology_code,landslide_occurred,data_source,rainfall_data_type
Goalpara,Assam,26.9974,88.4314,2015-06-17,108.6,199.3,319.4,63.7,16.2,20.0,0.61,1,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7131,92.7362,2015-06-19,118.0,264.2,483.7,86.6,31.7,1268.1,0.56,2,1,real_event,calibrated_climatological
Tamenglong,Manipur,25.16,93.686,2015-06-19,39.6,97.6,190.9,77.8,42.0,1298.9,0.46,2,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,29.2514,94.748,2015-06-23,76.3,183.3,271.6,53.4,42.0,1724.3,0.48,2,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.0319,94.5466,2015-06-24,60.0,132.4,212.9,83.8,25.8,1275.0,0.47,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.9807,94.1436,2015-06-25,68.0,158.6,320.3,70.7,34.7,1433.4,0.42,3,0,real_negative_sample,calibrated_climatological
East Jaintia Hills,Meghalaya,25.2204,92.4452,2015-06-25,39.3,86.9,162.4,72.5,48.0,788.9,0.66,3,0,real_negative_sample,calibrated_climatological
Saiha,Mizoram,22.2144,92.235,2015-06-26,141.9,358.8,531.2,61.4,38.8,856.4,0.48,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.0076,88.251,2015-06-27,76.9,169.9,262.7,50.7,12.2,34.2,0.44,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.0161,88.2478,2015-06-29,106.7,239.9,367.9,63.4,8.0,20.0,0.41,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.8843,88.1835,2015-06-30,166.2,380.7,636.4,65.5,34.7,321.0,0.56,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.0875,88.6556,2015-06-30,82.5,198.4,304.8,59.0,10.4,82.0,0.39,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.4243,88.2746,2015-06-30,122.9,314.2,519.5,75.6,44.5,353.3,0.68,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.8366,88.0839,2015-07-01,146.1,287.5,530.3,65.3,35.7,246.1,0.64,3,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.0412,94.2607,2015-07-01,62.6,119.9,234.7,78.6,40.7,939.8,0.5,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,26.8811,88.2779,2015-07-01,198.1,439.4,700.9,73.9,48.4,226.6,0.6,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.8781,88.2807,2015-07-01,86.6,203.6,375.2,63.6,41.4,236.3,0.43,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.8352,88.1881,2015-07-01,136.0,244.2,436.0,84.8,31.4,311.8,0.54,3,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.9978,88.167,2015-07-01,165.4,392.2,656.1,84.2,36.4,300.1,0.55,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.0678,88.456,2015-07-01,12.0,37.1,93.8,76.7,23.8,20.0,0.58,1,1,real_event,calibrated_climatological
Goalpara,Assam,27.2204,89.6288,2015-07-02,101.1,181.0,260.7,70.2,10.0,37.8,0.49,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.268,90.8897,2015-07-03,17.0,58.1,113.0,62.0,5.0,39.0,0.55,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,26.9282,88.4553,2015-07-04,169.3,312.9,605.8,79.9,8.0,119.5,0.4,1,1,real_event,calibrated_climatological
Phek,Nagaland,25.9287,94.4443,2015-07-04,16.1,34.8,95.0,71.8,29.5,1534.2,0.42,3,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.4534,90.5956,2015-07-04,51.8,104.8,213.3,56.8,7.6,175.5,0.47,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.249,89.9666,2015-07-05,45.3,113.2,208.0,60.6,10.1,53.1,0.48,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.0816,88.4397,2015-07-07,131.0,300.1,445.7,77.0,8.0,20.0,0.45,1,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,26.8826,88.2806,2015-07-07,32.4,78.0,152.1,76.3,25.3,267.9,0.6,3,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.2252,94.8337,2015-07-10,69.5,153.2,312.0,70.6,27.3,1758.6,0.48,2,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.2507,89.5119,2015-07-12,125.6,287.5,427.8,80.4,5.0,147.0,0.75,1,0,real_negative_sample,calibrated_climatological
Itanagar,Arunachal Pradesh,27.36,93.0385,2015-07-15,99.2,179.6,366.3,73.8,37.4,334.4,0.56,2,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.4695,95.3089,2015-07-17,78.2,177.0,354.6,73.7,37.4,1208.0,0.5,3,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,22.4625,91.2104,2015-07-18,25.2,62.7,115.2,62.3,8.9,46.5,0.47,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.4661,93.2729,2015-07-19,8.0,44.7,106.9,57.5,25.5,1007.9,0.58,2,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.3507,91.8147,2015-07-19,63.4,161.6,302.6,59.0,38.0,986.9,0.54,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.3913,91.8177,2015-07-19,74.2,157.4,281.4,65.7,42.1,964.1,0.41,2,1,real_event,calibrated_climatological
Thoubal,Manipur,23.4828,95.4548,2015-07-20,41.3,105.5,187.5,62.0,14.7,726.2,0.47,1,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.6738,95.1444,2015-07-21,77.7,157.1,263.0,78.3,35.4,1397.9,0.34,3,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.5007,93.9854,2015-07-22,110.7,211.6,404.4,72.9,28.9,1511.3,0.53,3,1,real_event,calibrated_climatological
Senapati,Manipur,25.5098,93.8794,2015-07-22,162.6,388.0,714.1,84.9,46.2,1585.6,0.51,2,1,real_event,calibrated_climatological
Senapati,Manipur,25.3908,94.0926,2015-07-22,85.2,224.2,452.0,70.7,33.0,1620.4,0.55,2,1,real_event,calibrated_climatological
Senapati,Manipur,25.4538,93.9827,2015-07-22,102.6,200.9,373.0,67.4,38.3,1607.4,0.48,2,1,real_event,calibrated_climatological
Jiribam,Manipur,24.7979,92.9974,2015-07-22,156.0,347.6,505.7,74.9,26.1,941.4,0.41,2,1,real_event,calibrated_climatological
Senapati,Manipur,25.4477,94.0489,2015-07-22,103.0,204.3,307.2,83.7,26.0,1630.1,0.53,2,1,real_event,calibrated_climatological
Anjaw,Arunachal Pradesh,27.0965,96.7725,2015-07-23,49.6,131.1,219.4,66.9,40.3,2060.7,0.42,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.2985,89.9066,2015-07-24,25.2,82.8,173.8,52.4,14.1,20.0,0.54,1,0,real_negative_sample,calibrated_climatological
Tamenglong,Manipur,24.9818,93.5142,2015-07-24,45.6,117.1,219.7,85.0,33.2,1164.0,0.5,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1062,91.8717,2015-07-25,27.1,74.7,152.8,66.3,15.7,113.9,0.38,1,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.4254,91.8022,2015-07-26,89.9,202.2,392.4,83.2,33.7,986.9,0.43,2,1,real_event,calibrated_climatological
Tinsukia,Assam,27.6723,95.1376,2015-07-27,47.0,120.1,227.5,77.8,21.0,162.1,0.5,1,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.3513,91.8295,2015-07-27,187.7,431.6,859.7,71.4,35.3,978.0,0.45,2,1,real_event,calibrated_climatological
Ukhrul,Manipur,25.0634,94.3415,2015-07-31,148.3,307.2,555.7,86.3,39.7,1620.8,0.49,3,1,real_event,calibrated_climatological
Ukhrul,Manipur,24.819,94.3551,2015-07-31,76.3,159.6,262.6,81.9,38.4,1879.6,0.71,3,1,real_event,calibrated_climatological
Thoubal,Manipur,24.4265,94.1913,2015-08-01,124.6,216.9,378.1,67.1,12.3,848.0,0.49,1,1,real_event,calibrated_climatological
Churachandpur,Manipur,23.7736,94.1201,2015-08-01,81.2,180.3,292.7,82.0,32.0,1027.9,0.53,2,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.1077,94.0396,2015-08-01,62.7,117.2,243.0,57.6,37.3,967.1,0.33,2,1,real_event,calibrated_climatological
Churachandpur,Manipur,23.899,94.1434,2015-08-01,63.1,133.4,257.6,74.1,29.0,857.9,0.51,2,1,real_event,calibrated_climatological
Thoubal,Manipur,24.3481,94.1146,2015-08-01,123.8,234.1,382.4,69.0,8.0,748.6,0.54,1,1,real_event,calibrated_climatological
Thoubal,Manipur,24.416,94.0984,2015-08-01,140.0,315.2,454.9,94.5,15.2,802.3,0.46,1,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.1419,94.1078,2015-08-01,107.7,215.7,416.0,77.8,31.8,792.9,0.66,2,1,real_event,calibrated_climatological
Thoubal,Manipur,24.4072,94.0644,2015-08-01,114.2,223.3,422.0,73.0,8.0,769.5,0.64,1,1,real_event,calibrated_climatological
Ukhrul,Manipur,25.1122,94.3591,2015-08-01,72.6,139.3,306.8,58.8,39.5,1862.2,0.51,3,1,real_event,calibrated_climatological
Ukhrul,Manipur,24.954,94.2156,2015-08-01,12.0,51.1,144.7,54.7,39.1,1902.1,0.47,3,1,real_event,calibrated_climatological
Ukhrul,Manipur,25.1941,94.4481,2015-08-01,142.6,362.6,533.2,68.6,35.2,1925.3,0.52,3,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.004,93.9815,2015-08-01,91.7,201.9,380.3,77.0,33.6,927.6,0.48,2,1,real_event,calibrated_climatological
Churachandpur,Manipur,23.9939,94.0573,2015-08-01,90.6,213.3,433.5,67.7,31.4,877.3,0.33,2,1,real_event,calibrated_climatological
Churachandpur,Manipur,24.1988,94.1016,2015-08-01,141.8,251.6,387.9,67.2,32.0,910.3,0.39,2,1,real_event,calibrated_climatological
Kamjong,Manipur,24.9111,94.4759,2015-08-01,83.1,204.3,336.0,81.1,36.4,1268.2,0.34,2,1,real_event,calibrated_climatological
Churachandpur,Manipur,23.9278,94.0906,2015-08-01,115.9,217.5,312.8,61.3,29.6,934.0,0.58,2,1,real_event,calibrated_climatological
Phek,Nagaland,25.72,94.6219,2015-08-02,166.0,352.6,596.5,79.4,32.9,1627.3,0.48,3,1,real_event,calibrated_climatological
Champhai,Mizoram,22.8408,94.5426,2015-08-03,48.2,97.4,189.0,70.8,25.1,990.0,0.59,2,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.5646,91.2946,2015-08-08,36.5,105.1,200.3,77.3,10.0,20.0,0.43,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.6337,94.1588,2015-08-09,56.2,144.2,267.8,65.5,19.1,1031.6,0.36,2,0,real_negative_sample,calibrated_climatological
Bishnupur,Manipur,24.7016,93.5291,2015-08-11,130.7,239.5,463.5,72.9,14.1,785.8,0.5,1,1,real_event,calibrated_climatological
Tamenglong,Manipur,25.1019,93.3729,2015-08-11,112.3,236.1,440.1,63.0,48.3,1428.8,0.42,2,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.4262,93.7164,2015-08-11,69.5,158.9,312.9,78.0,40.2,1635.8,0.47,2,0,real_negative_sample,calibrated_climatological
Tamenglong,Manipur,24.7459,93.4251,2015-08-11,146.5,275.5,523.9,69.8,34.4,1324.5,0.49,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,26.59,93.3356,2015-08-12,35.6,84.6,164.5,63.3,38.9,341.4,0.36,2,0,real_negative_sample,calibrated_climatological
Kohima,Nagaland,25.6237,94.1136,2015-08-12,95.6,248.9,433.6,72.8,38.7,1461.5,0.5,3,1,real_event,calibrated_climatological
Goalpara,Assam,27.4373,90.4678,2015-08-14,76.1,171.1,325.5,76.9,14.2,20.0,0.43,1,1,real_event,calibrated_climatological
Anjaw,Arunachal Pradesh,27.8835,96.9262,2015-08-16,171.7,380.4,757.8,53.6,40.2,2161.2,0.74,2,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.9195,92.6284,2015-08-17,65.2,146.4,243.3,65.4,43.7,931.0,0.4,2,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,25.5145,90.2023,2015-08-18,129.8,305.9,603.9,73.7,39.6,385.9,0.45,3,1,real_event,calibrated_climatological
Upper Siang,Arunachal Pradesh,28.1737,94.7596,2015-08-18,111.6,217.0,354.2,80.6,43.6,1697.4,0.37,2,1,real_event,calibrated_climatological
Tura,Meghalaya,25.2193,90.5549,2015-08-19,137.3,346.1,508.8,72.2,37.0,258.6,0.37,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.6278,94.1051,2015-08-19,42.0,115.0,221.2,95.0,37.9,1427.5,0.52,3,1,real_event,calibrated_climatological
East Jaintia Hills,Meghalaya,25.1416,92.3807,2015-08-19,73.0,184.4,289.4,72.5,45.9,713.9,0.48,3,1,real_event,calibrated_climatological
Lakhimpur,Assam,27.0667,94.3951,2015-08-19,76.3,136.0,254.1,71.0,5.0,69.4,0.5,1,0,real_negative_sample,calibrated_climatological
East Jaintia Hills,Meghalaya,25.2568,92.3825,2015-08-19,122.5,220.6,360.1,67.7,46.2,734.7,0.63,3,1,real_event,calibrated_climatological
Karimganj,Assam,25.0728,92.3636,2015-08-19,121.6,243.2,386.7,73.3,13.4,34.9,0.52,1,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.0214,94.5224,2015-08-19,77.6,198.5,288.8,65.4,25.6,1322.8,0.51,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.6263,94.1057,2015-08-20,118.9,287.2,447.5,86.9,32.8,1476.2,0.5,3,1,real_event,calibrated_climatological
Saiha,Mizoram,22.2092,92.1868,2015-08-20,90.1,193.7,355.5,65.1,23.7,1035.3,0.5,2,1,real_event,calibrated_climatological
Saiha,Mizoram,22.1909,92.2135,2015-08-21,140.2,279.1,509.2,61.8,32.5,910.3,0.42,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.9695,90.5953,2015-08-22,48.7,122.4,214.8,48.9,11.3,20.0,0.58,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1028,91.8806,2015-08-22,128.3,274.9,414.4,69.3,11.6,68.5,0.44,1,1,real_event,calibrated_climatological
Lakhimpur,Assam,28.0117,94.1172,2015-08-24,41.7,90.9,147.2,60.9,6.5,79.4,0.58,1,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,24.6973,95.6537,2015-08-25,32.1,72.1,128.9,68.3,26.2,1356.8,0.46,2,0,real_negative_sample,calibrated_climatological
Aizawl,Mizoram,23.8447,93.0514,2015-08-26,149.5,331.8,631.0,65.8,33.8,1136.8,0.47,2,1,real_event,calibrated_climatological
Serchhip,Mizoram,23.3572,92.7878,2015-08-26,86.0,204.4,405.0,61.3,20.8,1004.9,0.43,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7269,92.7265,2015-08-27,100.4,200.2,363.8,87.2,37.3,1034.4,0.42,2,1,real_event,calibrated_climatological
Kamjong,Manipur,25.0778,94.5067,2015-08-27,48.7,109.1,205.6,67.2,27.5,1057.5,0.49,2,0,real_negative_sample,calibrated_climatological
Kolasib,Mizoram,24.042,92.6724,2015-08-27,64.8,125.0,207.6,75.4,29.7,545.1,0.56,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.6866,93.017,2015-08-27,143.0,338.7,552.2,64.4,37.4,1166.9,0.56,2,1,real_event,calibrated_climatological
Serchhip,Mizoram,23.4495,92.8112,2015-08-28,104.1,232.7,417.5,58.3,25.5,984.5,0.44,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1868,91.6739,2015-09-01,64.0,140.2,293.3,71.4,8.4,180.1,0.42,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.4935,91.7214,2015-09-01,9.9,29.7,68.6,79.5,8.0,142.2,0.36,1,1,real_event,calibrated_climatological
Longding,Arunachal Pradesh,26.2753,96.2229,2015-09-05,18.1,63.6,149.0,82.1,35.7,954.2,0.67,2,0,real_negative_sample,calibrated_climatological
Nongpoh,Meghalaya,26.048,91.8695,2015-09-05,80.7,159.3,342.4,74.8,35.7,921.0,0.51,3,1,real_event,calibrated_climatological
Nongpoh,Meghalaya,25.9703,91.8584,2015-09-06,79.7,161.2,311.3,74.6,31.4,940.4,0.53,3,1,real_event,calibrated_climatological
Guwahati,Assam,26.3149,91.7533,2015-09-08,19.1,63.5,130.0,69.0,20.4,103.7,0.57,1,0,real_negative_sample,calibrated_climatological
Ukhrul,Manipur,25.1759,94.3719,2015-09-10,46.6,123.8,203.6,59.5,27.5,1812.0,0.64,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.4687,89.2436,2015-09-12,77.8,134.7,233.7,44.9,10.5,20.0,0.56,1,0,real_negative_sample,calibrated_climatological
Aizawl,Mizoram,23.7348,92.7187,2015-09-14,119.5,262.5,442.1,80.1,29.6,1205.0,0.43,2,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.7313,92.7187,2015-09-14,69.1,156.7,275.3,76.3,33.6,1140.2,0.63,2,1,real_event,calibrated_climatological
Nagaon,Assam,27.1721,92.2157,2015-09-20,8.1,43.6,99.9,68.6,6.4,89.7,0.6,1,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.3496,91.8138,2015-09-21,86.9,174.5,348.5,81.2,46.6,870.6,0.5,2,1,real_event,calibrated_climatological
West Garo Hills,Meghalaya,25.3421,88.5238,2015-09-22,26.3,71.3,127.8,61.4,41.7,341.5,0.53,3,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1666,91.7042,2015-09-23,29.6,97.9,206.2,69.0,10.1,35.1,0.54,1,1,real_event,calibrated_climatological
Shillong,Meghalaya,25.583,91.893,2015-09-23,52.6,130.6,275.4,66.9,17.8,1613.2,0.48,3,1,real_event,calibrated_climatological
Kamjong,Manipur,25.1493,95.0845,2015-09-24,43.0,103.1,201.8,71.5,27.7,1141.6,0.57,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.0546,94.8008,2015-09-26,41.5,96.6,189.3,68.3,26.9,1009.6,0.6,2,0,real_negative_sample,calibrated_climatological
Lunglei,Mizoram,22.3605,91.8236,2015-09-27,79.4,174.7,289.3,76.5,35.2,878.6,0.53,2,1,real_event,calibrated_climatological
Agartala,Tripura,24.0529,90.9288,2015-09-28,71.9,147.3,236.7,69.7,11.7,20.0,0.57,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.1334,96.4669,2015-10-13,21.7,59.8,153.0,73.4,24.5,1053.5,0.73,2,1,real_event,calibrated_climatological
Itanagar,Arunachal Pradesh,28.1472,91.8468,2015-10-14,83.1,140.8,220.0,68.6,30.2,458.8,0.49,2,0,real_negative_sample,calibrated_climatological
Anjaw,Arunachal Pradesh,29.0612,96.8186,2015-10-24,5.0,18.9,73.1,69.3,39.5,2165.1,0.46,2,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,24.8797,88.2052,2015-10-26,5.3,29.5,77.4,61.2,29.2,306.5,0.56,3,0,real_negative_sample,calibrated_climatological
Cherrapunji,Meghalaya,25.0821,91.7783,2015-11-16,32.4,68.8,136.1,79.7,28.8,1238.7,0.64,3,1,real_event,calibrated_climatological
Saiha,Mizoram,22.1306,95.5488,2015-12-17,34.4,98.2,186.9,87.1,26.3,829.3,0.49,2,1,real_event,calibrated_climatological
Anjaw,Arunachal Pradesh,26.0746,97.3668,2015-12-25,64.8,133.6,239.5,63.4,37.2,2099.9,0.45,2,1,real_event,calibrated_climatological
Goalpara,Assam,27.1758,88.5294,2016-01-14,44.7,98.4,226.5,70.7,8.0,39.3,0.48,1,1,real_event,calibrated_climatological
Kamjong,Manipur,25.6226,96.2946,2016-01-25,5.0,37.2,103.1,65.5,37.2,1188.5,0.59,2,1,real_event,calibrated_climatological
Dawki,Meghalaya,24.9007,91.8644,2016-02-16,16.5,67.2,165.5,75.8,36.9,342.7,0.42,3,1,real_event,calibrated_climatological
Agartala,Tripura,23.9899,90.3986,2016-02-19,3.6,24.8,57.1,82.1,16.7,41.8,0.55,1,0,real_negative_sample,calibrated_climatological
Dawki,Meghalaya,25.1622,92.0104,2016-02-25,30.8,93.4,192.1,58.8,45.3,309.6,0.37,3,1,real_event,calibrated_climatological
Kolasib,Mizoram,24.2831,93.0069,2016-03-16,33.0,74.5,133.4,65.2,25.9,528.4,0.53,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.6219,96.2887,2016-04-02,8.7,31.1,105.7,90.2,46.2,1029.9,0.45,2,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.7223,95.0243,2016-04-19,40.6,103.2,199.0,80.2,27.9,1211.4,0.6,3,1,real_event,calibrated_climatological
Guwahati,Assam,27.5523,91.752,2016-04-22,21.6,74.9,172.7,75.4,10.6,46.1,0.4,1,1,real_event,calibrated_climatological
Nagaon,Assam,27.5799,91.8569,2016-04-22,69.1,150.5,241.7,76.7,8.5,161.3,0.32,1,1,real_event,calibrated_climatological
Anjaw,Arunachal Pradesh,28.0822,96.5316,2016-05-01,52.6,136.8,281.1,75.0,33.6,2128.0,0.37,2,1,real_event,calibrated_climatological
Agartala,Tripura,23.5769,89.905,2016-05-09,36.8,89.4,185.7,66.6,17.9,20.0,0.56,1,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,23.5679,93.9999,2016-05-14,66.7,157.5,305.0,62.0,43.6,1148.5,0.55,2,0,real_negative_sample,calibrated_climatological
Hailakandi,Assam,24.5204,92.7264,2016-05-18,110.3,227.9,403.1,57.2,14.0,44.6,0.56,1,1,real_event,calibrated_climatological
Hailakandi,Assam,24.4638,92.4943,2016-05-18,54.3,101.5,193.2,67.1,8.0,40.5,0.54,1,1,real_event,calibrated_climatological
Hailakandi,Assam,24.5202,92.7239,2016-05-18,56.6,123.1,218.6,62.8,19.6,29.2,0.45,1,1,real_event,calibrated_climatological
Hailakandi,Assam,24.5308,92.5121,2016-05-18,71.9,156.8,262.9,70.3,10.6,114.2,0.47,1,1,real_event,calibrated_climatological
Lunglei,Mizoram,22.6239,91.6743,2016-05-21,101.5,207.2,342.2,74.0,42.6,970.6,0.35,2,1,real_event,calibrated_climatological
Kamjong,Manipur,25.6127,96.2961,2016-05-23,100.8,229.1,385.6,77.9,43.0,1145.0,0.51,2,1,real_event,calibrated_climatological
Agartala,Tripura,23.8953,90.9764,2016-05-28,50.0,117.7,220.0,68.3,6.5,48.2,0.46,1,0,real_negative_sample,calibrated_climatological
West Garo Hills,Meghalaya,25.1903,88.3836,2016-06-01,59.2,125.6,229.6,62.1,41.5,375.6,0.46,3,0,real_negative_sample,calibrated_climatological
Tura,Meghalaya,24.5629,90.2143,2016-06-03,37.5,99.3,176.2,48.7,33.1,279.9,0.46,3,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.5394,91.1713,2016-06-03,58.7,134.0,201.2,70.5,8.1,148.1,0.53,1,0,real_negative_sample,calibrated_climatological
East Jaintia Hills,Meghalaya,25.1624,92.3719,2016-06-08,33.8,69.8,161.7,71.7,46.8,854.4,0.41,3,0,real_negative_sample,calibrated_climatological
Lakhimpur,Assam,27.6438,93.871,2016-06-12,51.7,141.3,267.8,59.5,8.0,20.0,0.39,1,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.1677,94.2442,2016-06-12,81.2,175.9,341.1,68.1,26.6,1357.4,0.42,3,1,real_event,calibrated_climatological
Kamjong,Manipur,24.3745,95.4003,2016-06-12,78.8,141.0,239.6,78.3,41.4,1045.6,0.63,2,0,real_negative_sample,calibrated_climatological
Mokokchung,Nagaland,26.3185,94.5247,2016-06-14,122.0,307.4,479.3,75.1,37.5,1193.7,0.62,3,1,real_event,calibrated_climatological
Aizawl,Mizoram,23.8491,92.6396,2016-06-17,36.7,94.1,155.7,68.3,44.1,1216.2,0.58,2,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,27.4317,92.2783,2016-06-19,30.7,65.7,144.6,50.2,5.7,20.0,0.49,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,28.9043,89.5263,2016-06-19,116.8,256.1,401.0,67.3,18.9,20.0,0.62,1,0,real_negative_sample,calibrated_climatological
Goalpara,Assam,27.5352,90.4368,2016-06-22,44.4,126.3,228.6,69.2,5.4,20.0,0.51,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,26.1961,91.7825,2016-06-22,77.0,187.0,347.3,71.0,8.0,20.0,0.53,1,1,real_event,calibrated_climatological
Kamjong,Manipur,23.8773,95.4696,2016-06-23,87.6,173.1,301.5,57.4,28.5,1321.9,0.5,2,0,real_negative_sample,calibrated_climatological
Champhai,Mizoram,22.7937,94.6343,2016-06-25,55.2,112.8,168.3,59.3,25.6,945.4,0.73,2,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,23.1393,95.9552,2016-06-26,85.6,149.3,235.6,66.1,33.7,1189.0,0.5,2,0,real_negative_sample,calibrated_climatological
Saiha,Mizoram,22.8038,93.3311,2016-06-26,84.9,210.2,403.2,70.5,29.4,898.5,0.49,2,0,real_negative_sample,calibrated_climatological
Nagaon,Assam,27.0136,92.6351,2016-07-01,33.9,77.3,146.3,74.2,8.0,75.1,0.6,1,1,real_event,calibrated_climatological
Goalpara,Assam,28.1751,89.7353,2016-07-04,76.8,166.8,282.7,64.5,16.7,56.2,0.63,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,24.4836,90.7679,2016-07-04,33.2,75.1,159.0,66.5,5.6,37.7,0.59,1,0,real_negative_sample,calibrated_climatological
Guwahati,Assam,25.9611,91.3681,2016-07-07,135.5,311.4,505.7,71.5,8.0,169.4,0.42,1,1,real_event,calibrated_climatological
Ukhrul,Manipur,25.0118,94.3136,2016-07-07,70.6,173.6,281.8,64.0,37.0,1829.6,0.47,3,1,real_event,calibrated_climatological
Kohima,Nagaland,25.7902,94.1318,2016-07-10,126.5,278.7,524.9,63.5,40.1,1482.3,0.49,3,1,real_event,calibrated_climatological
Mokokchung,Nagaland,26.1699,94.4922,2016-07-11,112.7,224.4,360.8,95.0,31.5,1428.2,0.47,3,1,real_event,calibrated_climatological
Phek,Nagaland,25.9142,95.5742,2016-07-12,84.8,176.8,323.4,65.5,30.8,1401.9,0.49,3,0,real_negative_sample,calibrated_climatological
Kamjong,Manipur,25.6566,96.3495,2016-07-12,65.5,154.8,270.2,72.0,30.8,1159.6,0.53,2,1,real_event,calibrated_climatological
Guwahati,Assam,26.1768,91.7702,2016-07-14,89.2,223.9,439.8,58.6,8.0,97.2,0.66,1,1,real_event,calibrated_climatological
Guwahati,Assam,26.1963,91.8074,2016-07-14,157.7,280.9,552.5,69.8,8.7,72.0,0.52,1,1,real_event,calibrated_climatological
Kamjong,Manipur,23.9331,95.6301,2016-07-15,104.6,235.8,327.6,69.1,37.4,1218.0,0.52,2,0,real_negative_sample,calibrated_climatological
Lakhimpur,Assam,27.3034,93.804,2016-07-16,135.6,282.9,480.3,67.0,8.0,109.0,0.54,1,1,real_event,calibrated_climatological
Agartala,Tripura,23.2322,90.8711,2016-07-16,22.7,67.3,138.0,62.1,12.4,20.0,0.72,1,0,real_negative_sample,calibrated_climatological
Agartala,Tripura,23.9263,91.1293,2016-07-16,68.2,171.7,276.4,56.7,22.1,20.0,0.5,1,0,real_negative_sample,calibrated_climatological
